pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options,links_to_card_by_id
tdcp,The Drowned City Investigator Expansion,investigator,Investigator,seeker,Seeker,4,FALSE,FALSE,11004,Lucius Galloway,Lucius Galloway,The Poet,"[reaction] After you successfully evade an enemy by 2 or more: Discover 1 clue at your location. (Limit once per round.)
[elder_sign] effect: +1 for each enemy at your location.","[reaction] After you successfully evade an enemy by 2 or more: Discover 1 clue at your location. (Limit once per round.)
[elder_sign] effect: +1 for each enemy at your location.",1,2,4,1,5,8,FALSE,6,1,,Scholar. Dreamer.,Scholar. Dreamer.,"{'size': 30, 'card': {'11005': {'11005': '11005'}, '11006': {'11006': '11006'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['seeker', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['rogue'], 'level': {'min': 0, 'max': 2}}]","""I'm just glad all my dreams have stayed in my head.""",Aleksander Karcz,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Seeker cards ([seeker]) level 0-5, Rogue cards ([rogue]) level 0-2, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Book of Verse, Dreams of the Flood, 1 random basic weakness.","A Southern transplant raised in New York, Lucius has made quite a name for himself writing dreamy poetry alongside the intellectuals, artists, and musicians of Harlem. What his contemporaries don't know is that the hazy underwater city Lucius describes is inspired not by New York, but by the nightmarish dreams of his missing partner, Rudi. Before he disappeared, Rudi spoke of a cabal of fellow dreamers in Arkham who shared these unsettling visions. Now, Lucius has taken on the role of guest lecturer at Miskatonic University as he searches for his lost lover, and perhaps the source of his own horrifying dreams...",7492cdc2-d159-4620-95f8-7cb6923abdbc:60ee32fa-c410-479b-ba40-1adb84c4952f,https://arkhamdb.com/card/11004,/bundles/cards/11004.png,/bundles/cards/11004b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004
tdcp,The Drowned City Investigator Expansion,asset,Asset,neutral,Neutral,5,FALSE,FALSE,11005,Book of Verse,Book of Verse,Un-Commonplace Book,"Lucius Galloway deck only.
Uses (1 inspiration). Replenish this inspiration the first time you discover a clue each round.
[reaction] After revealing chaos tokens during a skill test, spend 1 inspiration: You get +1 skill value for this skill test. If you succeed by exactly 0, draw 1 card.","Lucius Galloway deck only.
Uses (1 inspiration). Replenish this inspiration the first time you discover a clue each round.
[reaction] After revealing chaos tokens during a skill test, spend 1 inspiration: You get +1 skill value for this skill test. If you succeed by exactly 0, draw 1 card.",1,,,,,,FALSE,,1,,Item. Tome.,Item. Tome.,,,,Pixoloid Studios,TRUE,FALSE,FALSE,,,95b0bdff-22d5-4af8-a75d-34513c7ae700,https://arkhamdb.com/card/11005,/bundles/cards/11005.jpg,,,,2,,,,,,2,{'investigator': {'11004': '11004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,11004
tdcp,The Drowned City Investigator Expansion,treachery,Treachery,neutral,Neutral,6,FALSE,FALSE,11006,Dreams of the Flood,Dreams of the Flood,,"<b>Revelation</b> - Put Dreams of the Flood into play in your threat area.
<b>Forced</b> - The first time you discover 1 or more clues during your turn: Take 1 horror and shuffle Dreams of the Flood into your deck.","<b>Revelation</b> - Put Dreams of the Flood into play in your threat area.
<b>Forced</b> - The first time you discover 1 or more clues during your turn: Take 1 horror and shuffle Dreams of the Flood into your deck.",1,,,,,,FALSE,,1,,Omen. Endtimes.,Omen. Endtimes.,,,,Fergus Duggan,FALSE,FALSE,FALSE,,,d769972c-8405-4d3d-9b9f-d66b73cfaec5,https://arkhamdb.com/card/11006,/bundles/cards/11006.jpg,,,,,,,weakness,Weakness,,,{'investigator': {'11004': '11004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,11004
tdcp,The Drowned City Investigator Expansion,investigator,Investigator,seeker,Seeker,7,FALSE,FALSE,11007,Agatha Crane,Agatha Crane,The Parapsychologist,"[reaction] When your turn ends, if you sealed, canceled, or ignored 1 or more chaos tokens this round: Play a [[Spell]] or [[Insight]] event from your discard pile. After that event resolves, remove it from the game.
[elder_sign] effect: +2. You may cancel this token and draw another in its place. If you do, draw 1 card.","[reaction] When your turn ends, if you sealed, canceled, or ignored 1 or more chaos tokens this round: Play a [[Spell]] or [[Insight]] event from your discard pile. After that event resolves, remove it from the game.
[elder_sign] effect: +2. You may cancel this token and draw another in its place. If you do, draw 1 card.",1,4,4,1,3,6,FALSE,8,1,,Miskatonic. Scholar.,Miskatonic. Scholar.,"{'size': 35, 'card': {'11009': {'11009': '11009'}, '11010': {'11010': '11010'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['seeker', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['insight'], 'type': ['event'], 'level': {'min': 0, 'max': 3}}, {'faction': ['mystic'], 'level': {'min': 0, 'max': 0}, 'limit': 10}]",,Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 35.
<b>Deckbuilding Options</b>: Seeker cards ([seeker]) level 0-5, Neutral cards level 0-5, [[Insight]] events level 0-3, up to 10 other level 0 Mystic cards ([mystic]).
<b>Deckbuilding Requirements</b> (do not count toward deck size): Ocula Obscura, Glimpse the Void, 1 random basic weakness.","With degrees in Mathematics and Psychology, Agatha Crane has always placed a premium on evidence-based science. In her youth, she cared little for ghost stories, but mounting evidence has led Agatha to conclude that there is an unmistakable truth to the tales of monsters and magic that permeate Arkham's history. If these things are real, then they must obey consistent rules. As she will explain to anyone who listens for long enough - and as her husband Wilbur has heard many times - this new field of study is called ""parapsychology."" With tried-and-true scientific methods, Agatha seeks to bridge the gap between the mystic and the rational, between occultism and science.",e6f34860-a0a9-49ae-a202-770aa50bc8f6:d9dcd2c4-f203-4c57-8d62-d089ec1a5563:8d586663-bf06-4995-9ab5-8b98530e85b1,https://arkhamdb.com/card/11007,/bundles/cards/11007.png,/bundles/cards/11007b.jpg,,,,,,,,,,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,,11007
tdcp,The Drowned City Investigator Expansion,investigator,Investigator,mystic,Mystic,8,FALSE,FALSE,11008,Agatha Crane,Agatha Crane,The Parapsychologist,"[reaction] When your turn ends, if you sealed, canceled, or ignored 1 or more chaos tokens this round: Play a [[Spell]] or [[Insight]] event from your discard pile. After that event resolves, remove it from the game.
[elder_sign] effect: +2. You may cancel this token and draw another in its place. If you do, draw 1 card.","[reaction] When your turn ends, if you sealed, canceled, or ignored 1 or more chaos tokens this round: Play a [[Spell]] or [[Insight]] event from your discard pile. After that event resolves, remove it from the game.
[elder_sign] effect: +2. You may cancel this token and draw another in its place. If you do, draw 1 card.",1,4,4,1,3,6,FALSE,8,1,,Miskatonic. Scholar.,Miskatonic. Scholar.,"{'size': 35, 'card': {'11009': {'11009': '11009'}, '11010': {'11010': '11010'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['spell'], 'type': ['event'], 'level': {'min': 0, 'max': 3}}, {'faction': ['seeker'], 'level': {'min': 0, 'max': 0}, 'limit': 10}]",,Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 35.
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-5, Neutral cards level 0-5, [[Spell]] events level 0-3, up to 10 other level 0 Seeker cards ([seeker]).
<b>Deckbuilding Requirements</b> (do not count toward deck size): Ocula Obscura, Glimpse the Void, 1 random basic weakness.","With degrees in Mathematics and Psychology, Agatha Crane has always placed a premium on evidence-based science. In her youth, she cared little for ghost stories, but mounting evidence has led Agatha to conclude that there is an unmistakable truth to the tales of monsters and magic that permeate Arkham's history. If these things are real, then they must obey consistent rules. As she will explain to anyone who listens for long enough - and as her husband Wilbur has heard many times - this new field of study is called ""parapsychology."" With tried-and-true scientific methods, Agatha seeks to bridge the gap between the mystic and the rational, between occultism and science.",,https://arkhamdb.com/card/11008,/bundles/cards/11008.png,/bundles/cards/11008b.jpg,,,,,,,,,,,se.,,,,,,,,,,,,,,,,,,,,,,,,,,,11008
tdcp,The Drowned City Investigator Expansion,asset,Asset,neutral,Neutral,9,FALSE,FALSE,11009,Ocula Obscura,Ocula Obscura,Esoteric Eyepiece,"Agatha Crane deck only.
[reaction] After you succeed at a skill test, if no tokens are sealed here: Seal a non-symbol token revealed during this skill test on Ocula Obscura. (Limit once per phase.)
<b>Forced</b> - When you would reveal a token from the chaos bag: Resolve the token sealed here instead, then release that token.","Agatha Crane deck only.
[reaction] After you succeed at a skill test, if no tokens are sealed here: Seal a non-symbol token revealed during this skill test on Ocula Obscura. (Limit once per phase.)
<b>Forced</b> - When you would reveal a token from the chaos bag: Resolve the token sealed here instead, then release that token.",1,1,1,,,,FALSE,,1,Accessory,Item. Tool. Science.,Item. Tool. Science.,,,,Rob Laskey,TRUE,FALSE,FALSE,,,e2216230-972c-4165-a630-c13816cbf311,https://arkhamdb.com/card/11009,/bundles/cards/11009.jpg,,,,3,,Accessory,,,,1,"{'investigator': {'11007': '11007', '11008': '11008'}}",se.,,,,,,,,,,,,,,,,,,,,,,,,,,,11007
tdcp,The Drowned City Investigator Expansion,treachery,Treachery,neutral,Neutral,10,FALSE,FALSE,11010,Glimpse the Void,Glimpse the Void,,"<b>Revelation</b> - Put Glimpse the Void into play in your threat area.
The first time you reveal 1 or more chaos tokens during each skill test, you must reveal 1 additional chaos token <i>(and resolve its effects)</i>.
[action]: Shuffle Glimpse the Void into your deck.","<b>Revelation</b> - Put Glimpse the Void into play in your threat area.
The first time you reveal 1 or more chaos tokens during each skill test, you must reveal 1 additional chaos token <i>(and resolve its effects)</i>.
[action]: Shuffle Glimpse the Void into your deck.",1,,,,,,FALSE,,1,,Blunder. Insight.,Blunder. Insight.,,,,Billy Norrby,FALSE,FALSE,FALSE,,,60a4b158-a0bf-4efc-9051-f818bcb595e9,https://arkhamdb.com/card/11010,/bundles/cards/11010.jpg,,,,,,,weakness,Weakness,,,"{'investigator': {'11007': '11007', '11008': '11008'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,11007
tdcp,The Drowned City Investigator Expansion,investigator,Investigator,rogue,Rogue,11,FALSE,FALSE,11011,Michael McGlen,Michael McGlen,The Gangster,"[reaction] After you spend 1 or more ammo from a [[Firearm]] asset: Gain 1 resource. (Limit once per [[Firearm]] asset per round.)
[elder_sign] effect: +2. You may place 1 ammo on a [[Firearm]] asset you control.","[reaction] After you spend 1 or more ammo from a [[Firearm]] asset: Gain 1 resource. (Limit once per [[Firearm]] asset per round.)
[elder_sign] effect: +2. You may place 1 ammo on a [[Firearm]] asset you control.",1,3,1,5,3,9,FALSE,5,1,,Criminal. Hunter.,Criminal. Hunter.,"{'size': 30, 'card': {'11012': {'11012': '11012'}, '11013': {'11013': '11013'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['rogue'], 'level': {'min': 0, 'max': 3}}, {'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['firearm'], 'level': {'min': 0, 'max': 5}}, {'tag': ['fa'], 'level': {'min': 0, 'max': 5}}]","""Don't care if it's a god. If it crosses me, it's gonna regret it.""",Cristi Balanescu,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Rogue cards ([rogue]) level 0-3, Neutral cards level 0-5, cards with [[Firearm]] either as their <b><i>Trait</i></b> or in their text box level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): ""Viola"" Case, Confiscation, 1 random basic weakness.","Michael McGlen was a man of few words. He didn't need to talk much; he had Fast Louis for that. The two of them were O'Bannion's best soldiers, making sure the gang was respected throughout Arkham... until the night the thing in the river dragged Louis off the dock to tear him to pieces beneath the water. Michael thought his bosses would call him crazy when he told them what happened, but the truth was worse: they told him they believed him and to let the matter lie. But Michael can't just let the death of his partner, or the things he saw that night, go unpunished. He's still a man of few words. Now he'll let his gun do the talking.",e21856e0-70c5-44b2-8e4e-9d6d781b9c9e:b4f69476-db4f-4c7e-a5a2-23b3405ddc83,https://arkhamdb.com/card/11011,/bundles/cards/11011.png,/bundles/cards/11011b.jpg,,,,,,,,,,,fa.,,,,,,,,,,,,,,,,,,,,,,,,,,,11011
tdcp,The Drowned City Investigator Expansion,asset,Asset,neutral,Neutral,12,FALSE,FALSE,11012,"""Viola"" Case","""Viola"" Case",,"Michael McGlen deck only.
You have 2 additional hand slots, which can only be used to hold [[Firearm]] assets.
[reaction] After you play ""Viola"" Case: Search the top 9 cards of your deck for a [[Firearm]] asset and add it to your hand. Shuffle your deck.","Michael McGlen deck only.
You have 2 additional hand slots, which can only be used to hold [[Firearm]] assets.
[reaction] After you play ""Viola"" Case: Search the top 9 cards of your deck for a [[Firearm]] asset and add it to your hand. Shuffle your deck.",1,1,,1,1,,FALSE,,1,Accessory,Item. Illicit.,Item. Illicit.,,,,Rob Laskey,FALSE,FALSE,FALSE,,,9727a135-1513-42d6-b4c0-4ef3fac97859,https://arkhamdb.com/card/11012,/bundles/cards/11012.png,,,,2,,Accessory,,,,1,{'investigator': {'11011': '11011'}},fa.,,,,,,,,,,,,,,,,,,,,,,,,,,,11011
tdcp,The Drowned City Investigator Expansion,treachery,Treachery,neutral,Neutral,13,FALSE,FALSE,11013,Confiscation,Confiscation,,"<b>Revelation</b> - Shuffle each [[Firearm]] asset in your play area into your deck. If no asset was shuffled into your deck by this effect, take 1 damage and shuffle Confiscation back into your deck.","<b>Revelation</b> - Shuffle each [[Firearm]] asset in your play area into your deck. If no asset was shuffled into your deck by this effect, take 1 damage and shuffle Confiscation back into your deck.",1,,,,,,FALSE,,1,,Blunder.,Blunder.,,,"""You, uh... going hunting, Mr. McGlen?""",Borja Pindado,FALSE,FALSE,FALSE,,,422bd426-7c2c-4f7b-9228-c92a8ddb6937,https://arkhamdb.com/card/11013,/bundles/cards/11013.png,,,,,,,weakness,Weakness,,,{'investigator': {'11011': '11011'}},fa.,,,,,,,,,,,,,,,,,,,,,,,,,,,11011
tdcp,The Drowned City Investigator Expansion,investigator,Investigator,mystic,Mystic,14,FALSE,FALSE,11014,Gloria Goldberg,Gloria Goldberg,The Writer,"You choose the investigator order during the mythos phase.
[reaction] When you look at 1 or more cards from the encounter deck: Look at 1 additional card and choose 1 non-[[Elite]] card among them. Either discard it, put it on top of the encounter deck, or place it facedown beneath Gloria Goldberg (max 3 cards beneath her).
[elder_sign] effect: +1. Look at the top card of the encounter deck.","You choose the investigator order during the mythos phase.
[reaction] When you look at 1 or more cards from the encounter deck: Look at 1 additional card and choose 1 non-[[Elite]] card among them. Either discard it, put it on top of the encounter deck, or place it facedown beneath Gloria Goldberg (max 3 cards beneath her).
[elder_sign] effect: +1. Look at the top card of the encounter deck.",1,5,4,2,1,5,FALSE,9,1,,Clairvoyant.,Clairvoyant.,"{'size': 30, 'card': {'11015': {'11015': '11015', '98020': '98020'}, '11016': {'11016': '11016', '98021': '98021'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'name': 'Secondary Class', 'faction_select': ['guardian', 'seeker', 'rogue'], 'level': {'min': 0, 'max': 1}, 'type': ['event', 'skill'], 'limit': 10}]",,Tony Foti,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Secondary Class Choice</b>: At deck creation, choose Guardian ([guardian]), Seeker ([seeker]), or Rogue ([rogue]).
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-5, Neutral cards level 0-5, up to 10 level 0-1 events and/or skills of your chosen secondary class.
<b>Deckbuilding Requirements</b> (do not count toward deck size): 3 copies of Psychic Sensitivity, 3 copies of Prophecy of the End (shuffled into the encounter deck), 1 random basic weakness.","As a young girl, Gloria was haunted by terrible visions. After years of visiting doctors, she learned to exorcise these visions by writing stories. Her weird and disturbing fiction somehow spoke to the public and made her a bestselling writer. But while visiting Arkham, she had the most powerful vision she's ever experienced. The sky tore open, a monstrous form pouring out of the very air itself. Gloria knew, somehow, that this vision was real, and that it would come to pass unless she did something about it.",2081d4cc-64ad-4332-b561-540d4daf0344:0dc4b2d1-9101-4b8c-b3e8-d59a2ffeaefa,https://arkhamdb.com/card/11014,/bundles/cards/11014.png,/bundles/cards/11014b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11014
tdcp,The Drowned City Investigator Expansion,event,Event,neutral,Neutral,15,FALSE,FALSE,11015,Psychic Sensitivity,Psychic Sensitivity,,"Gloria Goldberg deck only.
Fast. Play when an investigator at any location draws an encounter card, if there is a copy of that encounter card beneath Gloria Goldberg.
Cancel all of that card's effects and discard both copies of it. Then, draw 1 card.","Gloria Goldberg deck only.
Fast. Play when an investigator at any location draws an encounter card, if there is a copy of that encounter card beneath Gloria Goldberg.
Cancel all of that card's effects and discard both copies of it. Then, draw 1 card.",3,2,,,,,FALSE,,3,,Augury. Insight.,Augury. Insight.,,,,Tiziano Baracchi,FALSE,FALSE,FALSE,,,c400457b-95e1-423f-be7f-7165cfa5fa35,https://arkhamdb.com/card/11015,/bundles/cards/11015.jpg,,,,0,,,,,,1,"{'investigator': {'11014': '11014', '98019': '98019'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,11014
tdcp,The Drowned City Investigator Expansion,treachery,Treachery,neutral,Neutral,16,FALSE,FALSE,11016,Prophecy of the End,Prophecy of the End,,"Surge.
<b>Forced</b> - If Gloria Goldberg uses her [reaction] ability and this treachery is among the looked-at cards, it must be chosen and placed facedown beneath her (if you cannot, discard a non-weakness card beneath her first). Then, if there are 3 copies of this treachery beneath her, she is defeated and suffers 1 mental trauma.","Surge.
<b>Forced</b> - If Gloria Goldberg uses her [reaction] ability and this treachery is among the looked-at cards, it must be chosen and placed facedown beneath her (if you cannot, discard a non-weakness card beneath her first). Then, if there are 3 copies of this treachery beneath her, she is defeated and suffers 1 mental trauma.",3,,,,,,FALSE,,3,,Omen. Endtimes.,Omen. Endtimes.,,,,Ethan Patrick Harris,FALSE,FALSE,FALSE,,,47966e51-f574-4263-8a0e-3815e0762932,https://arkhamdb.com/card/11016,/bundles/cards/11016.jpg,,,,,,,weakness,Weakness,,,"{'investigator': {'11014': '11014', '98019': '98019'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,11014
tdcp,The Drowned City Investigator Expansion,investigator,Investigator,survivor,Survivor,17,FALSE,FALSE,11017,George Barnaby,George Barnaby,The Lawyer,"Your max hand size is equal to the number of facedown cards beneath George Barnaby. (Limit 5 cards.)
You may commit facedown cards beneath George Barnaby to skill tests as if they were in your hand.
[reaction] After you discard a card from your hand: Place it facedown beneath George Barnaby, then draw 1 card. (Limit once per phase.)
[elder_sign] effect: +1. Draw 1 card.","Your max hand size is equal to the number of facedown cards beneath George Barnaby. (Limit 5 cards.)
You may commit facedown cards beneath George Barnaby to skill tests as if they were in your hand.
[reaction] After you discard a card from your hand: Place it facedown beneath George Barnaby, then draw 1 card. (Limit once per phase.)
[elder_sign] effect: +1. Draw 1 card.",1,2,4,3,3,7,FALSE,7,1,,Civic. Drifter.,Civic. Drifter.,"{'size': 35, 'card': {'11018': {'11018': '11018'}, '11019': {'11019': '11019'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['survivor', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['seeker', 'rogue'], 'level': {'min': 0, 'max': 0}, 'limit': 10}]",,Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 35.
<b>Deckbuilding Options</b>: Survivor cards ([survivor]) level 0-5, Neutral cards level 0-5, up to 10 other level 0 Seeker and/or Rogue cards ([seeker]/[rogue]).
<b>Deckbuilding Requirements</b> (do not count toward deck size): 3 copies of Grim Resolve, Cast Adrift, 1 random basic weakness.
<b>Additional Setup</b>: After drawing your opening hand, you may place any number of cards in your hand facedown beneath George Barnaby.","After spending a month in jail at the age of 19, George Barnaby felt compelled to become a lawyer. He found great success and notoriety in his career, and as retirement approached he made plans to sail around the world with his wife Maria. On the eve of his retirement, however, his home was attacked and Maria was murdered by cultists. Now, with a lifetime of wealth and contacts at his back, George has tracked the culprits to the city of Arkham, vowing to bring them to justice for their hideous crimes.",8899b676-bece-4da2-b788-94c75d0182fd:69308856-5165-441a-a122-eaf0f6383b8b,https://arkhamdb.com/card/11017,/bundles/cards/11017.png,/bundles/cards/11017b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11017
tdcp,The Drowned City Investigator Expansion,skill,Skill,neutral,Neutral,18,FALSE,FALSE,11018,Grim Resolve,Grim Resolve,,"George Barnaby deck only.
After this skill test resolves, you may swap any number of cards beneath George Barnaby with the same number of non-weakness cards in your hand.","George Barnaby deck only.
After this skill test resolves, you may swap any number of cards beneath George Barnaby with the same number of non-weakness cards in your hand.",3,,,,,,FALSE,,3,,Innate. Developed.,Innate. Developed.,,,,Rob Laskey,FALSE,FALSE,FALSE,,,436b2880-8965-463a-a801-3300eac8c5a7,https://arkhamdb.com/card/11018,/bundles/cards/11018.jpg,,,,,,,,,,1,{'investigator': {'11017': '11017'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,11017
tdcp,The Drowned City Investigator Expansion,treachery,Treachery,neutral,Neutral,19,FALSE,FALSE,11019,Cast Adrift,Cast Adrift,,"<b>Revelation</b> - If there are no cards beneath George Barnaby, shuffle Cast Adrift into your deck. Otherwise, discard each card beneath George Barnaby.","<b>Revelation</b> - If there are no cards beneath George Barnaby, shuffle Cast Adrift into your deck. Otherwise, discard each card beneath George Barnaby.",1,,,,,,FALSE,,1,,Hardship.,Hardship.,,,,Rob Laskey,FALSE,FALSE,FALSE,,,c2cca98c-109f-4611-97cc-87132fede8e6,https://arkhamdb.com/card/11019,/bundles/cards/11019.jpg,,,,,,,weakness,Weakness,,,{'investigator': {'11017': '11017'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,11017
dwl,The Dunwich Legacy,investigator,Investigator,guardian,Guardian,1,FALSE,FALSE,02001,Zoey Samaras,Zoey Samaras,The Chef,"[reaction] After you become engaged with an enemy: Gain 1 resource.
[elder_sign] effect: +1. If this skill test is successful during an attack, that attack deals +1 damage.","[reaction] After you become engaged with an enemy: Gain 1 resource.
[elder_sign] effect: +1. If this skill test is successful during an attack, that attack deals +1 damage.",1,4,2,4,2,9,FALSE,6,1,,Believer. Hunter.,Believer. Hunter.,"{'size': 30, 'card': {'02006': {'02006': '02006', '90060': '90060'}, '02007': {'02007': '02007', '90061': '90061'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['guardian', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 cards that are not Guardian or Neutral'}]","""God has spoken. I will do His work without hesitation.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Guardian cards ([guardian]) level 0-5, Neutral cards level 0-5, up to five other level 0 cards from any other class.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Zoey's Cross, Smite the Wicked, 1 random basic weakness.","Zoey had known that she was special ever since God spoke to her one night when she was six years old... the night that terrible fire took away her parents. He told her that He had chosen her from among all the people of the world to be His agent. She would protect the innocent and punish the wicked. Since then, He comes to her in times of trouble, offering guidance and comfort. Zoey now travels from city to city, taking work as a chef to support herself. When she isn't working, she stalks the night, guided by the Lord's voice. Wherever she finds wickedness, she strikes it down without remorse or hesitation.",5c3921b7-9316-47a7-b511-8b0391bcf6b8:75445fe5-ac51-43f6-9aa3-e27df4bfbe56,https://arkhamdb.com/card/02001,/bundles/cards/02001.png,/bundles/cards/02001b.png,,['90059'],,,,,,"{'date': '2019-04-23 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02001
dwl,The Dunwich Legacy,investigator,Investigator,seeker,Seeker,2,FALSE,FALSE,02002,Rex Murphy,Rex Murphy,The Reporter,"[reaction] After you succeed at a skill test by 2 or more while investigating: Discover 1 clue at your location.
[elder_sign] effect: +2. You may instead choose to automatically fail this skill test to draw 3 cards.","[reaction] After you succeed at a skill test by 2 or more while investigating: Discover 1 clue at your location.
[elder_sign] effect: +2. You may instead choose to automatically fail this skill test to draw 3 cards.",1,3,4,2,3,6,FALSE,9,1,,Reporter.,Reporter.,"{'size': 30, 'card': {'02008': {'02008': '02008', '90079': '90079'}, '02009': {'02009': '02009', '90080': '90080'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'not': True, 'trait': ['fortune']}, {'faction': ['seeker', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 cards that are not Seeker or Neutral'}]","""This time, nothing will stop me from getting at the truth!""",Cristi Balanescu,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Seeker cards ([seeker]) level 0-5, Neutral cards level 0-5, up to five other level 0 cards from any other class.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Search for the Truth, Rex's Curse, 1 random basic weakness.
<b>Deckbuilding Restrictions</b>: No [[Fortune]] cards.","When disaster strikes, Rex Murphy is usually on hand, suffering the consequences. After spending a day with Rex, even the most hardened skeptic will concede that the man is cursed. Anytime he had a lead on a good story, something would go wrong. That business in Innsmouth with the photographs that had blown out to sea. The tracks in Dunwich that had washed away in the rain just before he'd brought the sheriff. His terrible fortune has more than once exposed him to gruesome beasts and occult conspiracies. To survive, Rex has developed an inquisitive mind, keeping one step ahead of the next disaster.",a1591610-a459-4959-9a02-55a1ca2cc5f2:545b4c74-1499-4d77-8081-7eed0f9a19ce,https://arkhamdb.com/card/02002,/bundles/cards/02002.png,/bundles/cards/02002b.png,,['90078'],,,,,,"{'date': '2019-04-23 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02002
