pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options
dsm,Dark Side of the Moon,asset,Asset,guardian,Guardian,195,False,False,06195,.35 Winchester,.35 Winchester,,"Uses (5 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. If a +1, 0, or [elder_sign] chaos token is revealed during this attack, this attack deals +2 damage.","Uses (5 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. If a +1, 0, or [elder_sign] chaos token is revealed during this attack, this attack deals +2 damage.",2,,,,1.0,,False,,2.0,Hand x2,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,Stephen Somers,False,False,False,,,56924231-f626-4110-a6cb-110051423225,https://arkhamdb.com/card/06195,/bundles/cards/06195.png,,,,4.0,0.0,Hand x2,,,"{'date': '2020-03-01 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,asset,Asset,guardian,Guardian,196,False,False,06196,Safeguard,Safeguard,,"[reaction] During another investigator's turn, exhaust Safeguard: For the remainder of that investigator's turn, as they move from your location to a connecting location, you may move to that location as well.","[reaction] During another investigator's turn, exhaust Safeguard: For the remainder of that investigator's turn, as they move from your location to a connecting location, you may move to that location as well.",2,1.0,,,1.0,,False,,2.0,,Talent.,Talent.,,,"Keep an eye out for any trouble, she told me.
I rolled my eyes. There was always trouble.",Lukas Banas,False,False,False,,,74751cc2-48c5-4c5e-8308-e55603146481,https://arkhamdb.com/card/06196,/bundles/cards/06196.png,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,event,Event,seeker,Seeker,197,False,False,06197,Practice Makes Perfect,Practice Makes Perfect,,"Fast. Play during a skill test at your location.
Search the top 9 cards of your deck for a [[Practiced]] skill and commit it to this skill test, if able. Shuffle the remaining cards back into your deck. After this test ends, if it was successful, add that skill to your hand instead of discarding it.","Fast. Play during a skill test at your location.
Search the top 9 cards of your deck for a [[Practiced]] skill and commit it to this skill test, if able. Shuffle the remaining cards back into your deck. After this test ends, if it was successful, add that skill to your hand instead of discarding it.",2,1.0,1.0,,,,False,,2.0,,Gambit. Tactic.,Gambit. Tactic.,,,,Romana Kendelic,False,False,False,,,694f0f2b-efa3-4baa-a961-8dbd1a19d6ca,https://arkhamdb.com/card/06197,/bundles/cards/06197.png,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,event,Event,seeker,Seeker,198,False,False,06198,Extensive Research,Extensive Research,,"Reduce the cost to play Extensive Research by 1 for each other card in your hand.
Discover 2 clues at your location.","Reduce the cost to play Extensive Research by 1 for each other card in your hand.
Discover 2 clues at your location.",2,,2.0,,,,False,,2.0,,Insight.,Insight.,,,"""Nothing in here, either. How many do we have left?""
""... See the wall behind you?""",Andreia Ugrai,False,False,False,,,faeee67c-e3ed-4424-b967-a1a9cf3c7551,https://arkhamdb.com/card/06198,/bundles/cards/06198.png,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,skill,Skill,rogue,Rogue,199,False,True,06199,Three Aces,Three Aces,,"Myriad.
If you commit 3 copies of Three Aces to a skill test, that test automatically succeeds <i>(do not reveal chaos tokens from the chaos bag)</i>. Then draw 3 cards and gain 3 resources (max once per test).","Myriad.
If you commit 3 copies of Three Aces to a skill test, that test automatically succeeds <i>(do not reveal chaos tokens from the chaos bag)</i>. Then draw 3 cards and gain 3 resources (max once per test).",3,,,,,,False,,3.0,,Fortune. Practiced.,Fortune. Practiced.,,,,Diana Martínez,False,False,False,,,583a859c-01f8-4a2f-b963-4bccef10ca34,https://arkhamdb.com/card/06199,/bundles/cards/06199.png,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,asset,Asset,rogue,Rogue,200,False,False,06200,Burglary,Burglary,,"[action] Exhaust Burglary: <b>Investigate.</b> If you succeed, instead of discovering clues, gain 2 resources, +1 additional resource for each point you succeed by (to a maximum of +3 resources).","[action] Exhaust Burglary: <b>Investigate.</b> If you succeed, instead of discovering clues, gain 2 resources, +1 additional resource for each point you succeed by (to a maximum of +3 resources).",2,,2.0,,,,False,,2.0,,Talent. Illicit.,Talent. Illicit.,,,,Sara Biddle,False,False,False,,,4fda4f88-6f1d-45af-af8d-333ca720acb8,https://arkhamdb.com/card/06200,/bundles/cards/06200.png,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,event,Event,mystic,Mystic,201,False,False,06201,Spectral Razor,Spectral Razor,,"<b>Fight.</b> Add your [willpower] value to your skill value for this attack. Immediately before this attack, you may engage the attacked enemy. This attack deals +1 damage (+2 damage instead if the enemy is non-[[Elite]]).","<b>Fight.</b> Add your [willpower] value to your skill value for this attack. Immediately before this attack, you may engage the attacked enemy. This attack deals +1 damage (+2 damage instead if the enemy is non-[[Elite]]).",2,1.0,,1.0,,,False,,2.0,,Spell.,Spell.,,,,Pavel Kolomeyets,False,False,False,,,2e902b38-52fc-4c58-a414-75513aca3287,https://arkhamdb.com/card/06201,/bundles/cards/06201.png,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,event,Event,mystic,Mystic,202,False,False,06202,Word of Command,Word of Command,,Name a [[Spell]] card. Search your deck for 1 copy of the named card and draw it. Shuffle your deck.,Name a [[Spell]] card. Search your deck for 1 copy of the named card and draw it. Shuffle your deck.,2,,,,,,False,,2.0,,Spell.,Spell.,,,"Light for the saving of our eyes.
Heat for the saving of our skin.
A spark for the saving of our souls.",Andreas Zafiratos,False,False,False,,,792e40c3-a88e-46ad-b05e-0395440df058,https://arkhamdb.com/card/06202,/bundles/cards/06202.png,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,asset,Asset,survivor,Survivor,203,False,False,06203,Moonstone,Moonstone,,"You get +1 [willpower] and +1 [agility].
You cannot play or commit Moonstone from your hand.
[reaction] After you discard Moonstone from your hand: Play it <i>(paying its cost)</i>.","You get +1 [willpower] and +1 [agility].
You cannot play or commit Moonstone from your hand.
[reaction] After you discard Moonstone from your hand: Play it <i>(paying its cost)</i>.",2,,,,,,False,,2.0,Accessory,Item. Relic. Dreamlands.,Item. Relic. Dreamlands.,,,,Adam S. Doyle,False,False,False,,,4f5961ae-6c3e-4619-b57e-3df5ddb4303c,https://arkhamdb.com/card/06203,/bundles/cards/06203.png,,,,3.0,0.0,Accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsm,Dark Side of the Moon,skill,Skill,survivor,Survivor,204,False,False,06204,Sharp Vision,Sharp Vision,,"Max 1 committed per skill test.
While Sharp Vision is committed during a basic investigate action, it gains [intellect] [intellect] and the text: ""If this test is successful by 2 or more, discover 1 additional clue at this location.""","Max 1 committed per skill test.
While Sharp Vision is committed during a basic investigate action, it gains [intellect] [intellect] and the text: ""If this test is successful by 2 or more, discover 1 additional clue at this location.""",2,,1.0,,,,False,,2.0,,Innate. Developed.,Innate. Developed.,,,,Andreas Zafiratos,False,False,False,,,b87a5da6-12bc-415d-bbb6-f18ab38dfb05,https://arkhamdb.com/card/06204,/bundles/cards/06204.png,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,event,Event,guardian,Guardian,234,False,False,06234,Heroic Rescue,Heroic Rescue,,"Fast. Play when a non-[[Elite]] enemy would attack another investigator at your location or a connecting location.
Move to that location if you are not already there. Engage that enemy and resolve its attack against you instead. Then, deal it 1 damage.","Fast. Play when a non-[[Elite]] enemy would attack another investigator at your location or a connecting location.
Move to that location if you are not already there. Engage that enemy and resolve its attack against you instead. Then, deal it 1 damage.",2,1.0,,1.0,1.0,,False,,2.0,,Spirit. Tactic.,Spirit. Tactic.,,,,Cynthia Sheppard,False,False,False,,,69da2687-a3b8-4e89-a4aa-b2f68db25f32,https://arkhamdb.com/card/06234,/bundles/cards/06234.png,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,skill,Skill,guardian,Guardian,235,False,False,06235,Leadership,Leadership,,"While Leadership is committed to a skill test being performed by another investigator, Leadership gains [willpower] [wild].
If this test is successful, gain 2 resources. If Leadership is committed to a skill test being performed by another investigator, that investigator also gains 2 resources.","While Leadership is committed to a skill test being performed by another investigator, Leadership gains [willpower] [wild].
If this test is successful, gain 2 resources. If Leadership is committed to a skill test being performed by another investigator, that investigator also gains 2 resources.",2,,,,,,False,,2.0,,Practiced.,Practiced.,,,,Jeff Lee Johnson,False,False,False,,,72458aae-e379-430e-ad6b-7c8bec8eefc9,https://arkhamdb.com/card/06235,/bundles/cards/06235.png,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,seeker,Seeker,236,False,False,06236,Dream Diary,Dream Diary,Dreams of an Explorer,"Researched.
While you are at a location with at least 4 shroud, your Essence of the Dream gains [wild][wild].
[reaction] When your turn begins: Search your bonded cards for Essence of the Dream and add it to your hand.","Researched.
While you are at a location with at least 4 shroud, your Essence of the Dream gains [wild][wild].
[reaction] When your turn begins: Search your bonded cards for Essence of the Dream and add it to your hand.",2,1.0,,,1.0,,False,,2.0,Hand,Item. Tome. Charm.,Item. Tome. Charm.,,,,Germán Nóbile,False,False,False,,,34b57151-b143-41bf-8bf8-7a9607824f88,https://arkhamdb.com/card/06236,/bundles/cards/06236.png,,,,2.0,3.0,Hand,,,"{'date': '2022-08-26 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,"[{'count': 1, 'code': '06113'}]",,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,seeker,Seeker,237,False,False,06237,Dream Diary,Dream Diary,Dreams of a Madman,"Researched.
While you are engaged with an enemy, your Essence of the Dream gains [wild][wild].
[reaction] When your turn begins: Search your bonded cards for Essence of the Dream and add it to your hand.","Researched.
While you are engaged with an enemy, your Essence of the Dream gains [wild][wild].
[reaction] When your turn begins: Search your bonded cards for Essence of the Dream and add it to your hand.",2,1.0,,1.0,,,False,,2.0,Hand,Item. Tome. Charm.,Item. Tome. Charm.,,,,Germán Nóbile,False,False,False,,,a381dd40-1854-411e-9634-bdf032a6d075,https://arkhamdb.com/card/06237,/bundles/cards/06237.png,,,,2.0,3.0,Hand,,,"{'date': '2022-08-26 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,"[{'count': 1, 'code': '06113'}]",,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,seeker,Seeker,238,False,False,06238,Dream Diary,Dream Diary,Dreams of a Child,"Researched.
While you have at least 8 cards in hand, your Essence of the Dream gains [wild][wild].
[reaction] When your turn begins: Search your bonded cards for Essence of the Dream and add it to your hand.","Researched.
While you have at least 8 cards in hand, your Essence of the Dream gains [wild][wild].
[reaction] When your turn begins: Search your bonded cards for Essence of the Dream and add it to your hand.",2,1.0,1.0,,,,False,,2.0,Hand,Item. Tome. Charm.,Item. Tome. Charm.,,,,Germán Nóbile,False,False,False,,,14cd2f4b-3437-48e0-a49c-b10055a6ad7f,https://arkhamdb.com/card/06238,/bundles/cards/06238.png,,,,2.0,3.0,Hand,,,"{'date': '2022-08-26 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",,,,,,,,,,,,,,,,"[{'count': 1, 'code': '06113'}]",,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,rogue,Rogue,239,False,False,06239,Haste,Haste,,"Limit 1 per investigator.
[reaction] After you perform the same type of action twice in a row, exhaust Haste: Take another action of that type again <i>(types include activate, engage, evade, fight, investigate, move, play, resource, and draw)</i>.","Limit 1 per investigator.
[reaction] After you perform the same type of action twice in a row, exhaust Haste: Take another action of that type again <i>(types include activate, engage, evade, fight, investigate, move, play, resource, and draw)</i>.",2,,,,1.0,,False,,2.0,Arcane,Ritual.,Ritual.,,,,Patrick McEvoy,False,False,False,,,6699a20d-a299-4826-96de-cc1461f275db,https://arkhamdb.com/card/06239,/bundles/cards/06239.png,,,,3.0,2.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,mystic,Mystic,241,False,True,06241,Empower Self,Empower Self,Stamina,"Myriad. Limit 1 Empower Self <i>(Stamina)</i> per deck.
Up to 3 Empower Self cards take up a single arcane slot.
Anytime a card effect requires you to use [willpower] instead of [combat], you may ignore that aspect of the effect.
[fast] Exhaust Empower Self: You get +2 [combat] for this test.","Myriad. Limit 1 Empower Self <i>(Stamina)</i> per deck.
Up to 3 Empower Self cards take up a single arcane slot.
Anytime a card effect requires you to use [willpower] instead of [combat], you may ignore that aspect of the effect.
[fast] Exhaust Empower Self: You get +2 [combat] for this test.",1,,,2.0,,,False,,1.0,Arcane,Ritual.,Ritual.,,,,Felipe Escobar,False,False,False,,,da4fb1ed-8b0a-45a0-9627-1fbce0c0637d,https://arkhamdb.com/card/06241,/bundles/cards/06241.png,,,,3.0,2.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,mystic,Mystic,242,False,True,06242,Empower Self,Empower Self,Alacrity,"Myriad. Limit 1 Empower Self <i>(Alacrity)</i> per deck.
Up to 3 Empower Self cards take up a single arcane slot.
Anytime a card effect requires you to use [willpower] instead of [agility], you may ignore that aspect of the effect.
[fast] Exhaust Empower Self: You get +2 [agility] for this test.","Myriad. Limit 1 Empower Self <i>(Alacrity)</i> per deck.
Up to 3 Empower Self cards take up a single arcane slot.
Anytime a card effect requires you to use [willpower] instead of [agility], you may ignore that aspect of the effect.
[fast] Exhaust Empower Self: You get +2 [agility] for this test.",1,,,,2.0,,False,,1.0,Arcane,Ritual.,Ritual.,,,,Felipe Escobar,False,False,False,,,a22af06f-e75c-45e1-a5aa-32dd6ccdd70c,https://arkhamdb.com/card/06242,/bundles/cards/06242.png,,,,3.0,2.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,mystic,Mystic,243,False,True,06243,Empower Self,Empower Self,Acuity,"Myriad. Limit 1 Empower Self <i>(Acuity)</i> per deck.
Up to 3 Empower Self cards take up a single arcane slot.
Anytime a card effect requires you to use [willpower] instead of [intellect], you may ignore that aspect of the effect.
[fast] Exhaust Empower Self: You get +2 [intellect] for this test.","Myriad. Limit 1 Empower Self <i>(Acuity)</i> per deck.
Up to 3 Empower Self cards take up a single arcane slot.
Anytime a card effect requires you to use [willpower] instead of [intellect], you may ignore that aspect of the effect.
[fast] Exhaust Empower Self: You get +2 [intellect] for this test.",1,,2.0,,,,False,,1.0,Arcane,Ritual.,Ritual.,,,,Felipe Escobar,False,False,False,,,eaa8acfd-c17a-4f69-b742-3afeb06daa25,https://arkhamdb.com/card/06243,/bundles/cards/06243.png,,,,3.0,2.0,Arcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,asset,Asset,mystic,Mystic,244,False,False,06244,Twila Katherine Price,Twila Katherine Price,Lost in a Dream,"[reaction] After you spend 1 or more charges from a [[Spell]] asset, exhaust Twila Katherine Price: Place 1 charge on that asset.","[reaction] After you spend 1 or more charges from a [[Spell]] asset, exhaust Twila Katherine Price: Place 1 charge on that asset.",2,,1.0,,1.0,1.0,False,2.0,2.0,Ally,Ally. Artist. Dreamer.,Ally. Artist. Dreamer.,,,"""Sometimes, this world... I wish I never came back.""",Sacha Diener,True,False,False,,,934b4ff0-c241-4506-a432-24296169de7b,https://arkhamdb.com/card/06244,/bundles/cards/06244.png,,,,3.0,3.0,Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnr,Point of No Return,skill,Skill,survivor,Survivor,246,False,False,06246,Expeditious Retreat,Expeditious Retreat,,"Max 1 committed per skill test.
While Expeditious Retreat is committed during a basic evade action, it gains [agility][agility] and the text: ""If this test is successful by 2 or more, you may automatically evade another enemy at your location.""","Max 1 committed per skill test.
While Expeditious Retreat is committed during a basic evade action, it gains [agility][agility] and the text: ""If this test is successful by 2 or more, you may automatically evade another enemy at your location.""",2,,,,1.0,,False,,2.0,,Innate. Developed.,Innate. Developed.,,,,Ilich Henriquez,False,False,False,,,291e27b1-e709-4b72-b2b9-36cae73c0a73,https://arkhamdb.com/card/06246,/bundles/cards/06246.png,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woc,Weaver of the Cosmos,asset,Asset,guardian,Guardian,323,False,True,06323,Spiritual Resolve,Spiritual Resolve,,"Myriad.
[fast] Discard a copy of Spiritual Resolve from your hand: Heal all damage and horror from this copy of Spiritual Resolve.","Myriad.
[fast] Discard a copy of Spiritual Resolve from your hand: Heal all damage and horror from this copy of Spiritual Resolve.",3,1.0,,,,3.0,False,3.0,3.0,Arcane,Ritual.,Ritual.,,,,Felipe Gaona,False,False,False,,,b51e7293-f15e-436c-abb4-0d95a9db1256,https://arkhamdb.com/card/06323,/bundles/cards/06323.png,,,,3.0,5.0,Arcane,,,,,,hd.hh.,,,,,,,,,,,,,,,,,,,,,,,,,,
woc,Weaver of the Cosmos,asset,Asset,seeker,Seeker,324,False,False,06324,Abigail Foreman,Abigail Foreman,Library Intern,"[fast]: Attach a [[Tome]] asset in your play area to Abigail Foreman, or switch a [[Tome]] asset in your play area with an attached asset. The asset attached to her takes up no hand slots. (Limit 1 attached asset.)
[reaction] After you resolve an [action] ability on the attached [[Tome]] asset, exhaust Abigail Foreman: Resolve its effects again.","[fast]: Attach a [[Tome]] asset in your play area to Abigail Foreman, or switch a [[Tome]] asset in your play area with an attached asset. The asset attached to her takes up no hand slots. (Limit 1 attached asset.)
[reaction] After you resolve an [action] ability on the attached [[Tome]] asset, exhaust Abigail Foreman: Resolve its effects again.",2,,1.0,,1.0,1.0,False,2.0,2.0,Ally,Ally. Miskatonic.,Ally. Miskatonic.,,,,Andreia Ugrai,True,False,False,,,399f96c1-f02d-43de-8f8c-cb9ad7514109,https://arkhamdb.com/card/06324,/bundles/cards/06324.png,,,,3.0,4.0,Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woc,Weaver of the Cosmos,asset,Asset,rogue,Rogue,326,False,False,06326,"Joey ""The Rat"" Vigil","Joey ""The Rat"" Vigil",Lookin' Out for #1,"[free] Spend 1 resource: Choose an [[Item]] asset from your hand and play it (paying its cost).
[free] Discard an [[Item]] asset from play: Gain 2 resources.","[free] Spend 1 resource: Choose an [[Item]] asset from your hand and play it (paying its cost).
[free] Discard an [[Item]] asset from play: Gain 2 resources.",2,,1.0,,1.0,3.0,False,2.0,2.0,Ally,Ally. Criminal.,Ally. Criminal.,,,,Tiziano Baracchi,True,False,False,,,f60eb168-c513-4547-ad3e-f8e33ccc26d2,https://arkhamdb.com/card/06326,/bundles/cards/06326.png,,,,2.0,3.0,Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woc,Weaver of the Cosmos,asset,Asset,mystic,Mystic,328,False,True,06328,Mind's Eye,Mind's Eye,,"Myriad. Uses (3 secrets).
[reaction] When you would test your [intellect], [combat], or [agility], spend 1 secret: Test your [willpower] instead.
[fast] Discard a copy of Mind's Eye from your hand: Place 2 secrets on this copy of Mind's Eye.","Myriad. Uses (3 secrets).
[reaction] When you would test your [intellect], [combat], or [agility], spend 1 secret: Test your [willpower] instead.
[fast] Discard a copy of Mind's Eye from your hand: Place 2 secrets on this copy of Mind's Eye.",3,1.0,,,,,False,,3.0,Arcane x2,Ritual.,Ritual.,,,,Pavel Kolomeyets,False,False,False,,,e4d1f4c1-5c04-4137-8e55-b9dab886a6f0,https://arkhamdb.com/card/06328,/bundles/cards/06328.png,,,,3.0,2.0,Arcane x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woc,Weaver of the Cosmos,asset,Asset,mystic,Mystic,329,False,False,06329,Shining Trapezohedron,Shining Trapezohedron,,"[reaction] When you would pay the cost of a [[Spell]] card, exhaust Shining Trapezohedron: Instead, test [willpower] (X), where X is the card's resource cost. If you succeed, its resource cost is considered paid. If you fail, cancel the playing of that card without paying any of its costs (<i>including its action cost</i>). For the remainder of the round, you cannot play copies of that card.","[reaction] When you would pay the cost of a [[Spell]] card, exhaust Shining Trapezohedron: Instead, test [willpower] (X), where X is the card's resource cost. If you succeed, its resource cost is considered paid. If you fail, cancel the playing of that card without paying any of its costs (<i>including its action cost</i>). For the remainder of the round, you cannot play copies of that card.",2,1.0,1.0,,1.0,,False,,2.0,Accessory,Item. Relic.,Item. Relic.,,,,David Demaret,True,False,False,,,0fe9a02e-f163-4434-9f9f-11915c59f115,https://arkhamdb.com/card/06329,/bundles/cards/06329.png,,,,1.0,4.0,Accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woc,Weaver of the Cosmos,asset,Asset,survivor,Survivor,330,False,False,06330,Nightmare Bauble,Nightmare Bauble,,"Limit 1 per deck.
<b>Forced</b> - After Nightmare Bauble enters play: Search your bonded cards for 3 copies of Dream Parasite and attach them to Nightmare Bauble. When Nightmare Bauble leaves play, set each attached Dream Parasite aside, out of play.
[reaction] When you reveal an [auto_fail] chaos token, shuffle an attached Dream Parasite into your deck: Cancel that token.","Limit 1 per deck.
<b>Forced</b> - After Nightmare Bauble enters play: Search your bonded cards for 3 copies of Dream Parasite and attach them to Nightmare Bauble. When Nightmare Bauble leaves play, set each attached Dream Parasite aside, out of play.
[reaction] When you reveal an [auto_fail] chaos token, shuffle an attached Dream Parasite into your deck: Cancel that token.",1,1.0,,,,,False,,1.0,Accessory,Item. Charm. Cursed.,Item. Charm. Cursed.,,,,Ethan Patrick Harris,False,False,False,,,10f4ae8e-bd52-4652-a2cb-e168b7bae56f,https://arkhamdb.com/card/06330,/bundles/cards/06330.png,,,,1.0,3.0,Accessory,,,,1.0,,,,,,,,,,,,,,,"[{'count': 3, 'code': '06331'}]",,,,,,,,,,,,,
woc,Weaver of the Cosmos,skill,Skill,neutral,Neutral,331,False,False,06331,Dream Parasite,Dream Parasite,,"Bonded (Nightmare Bauble).
While Dream Parasite is in your hand, you must commit it to the next skill test you perform, if able.
This skill's icons subtract from your skill value instead of adding to it.
If this skill test fails, take 1 damage and 1 horror.","Bonded (Nightmare Bauble).
While Dream Parasite is in your hand, you must commit it to the next skill test you perform, if able.
This skill's icons subtract from your skill value instead of adding to it.
If this skill test fails, take 1 damage and 1 horror.",3,,,,,,False,,0.0,,Curse.,Curse.,,,,McLean Kendree,False,False,False,,,c5cb7f4a-968f-484c-860d-c8fcef53014b,https://arkhamdb.com/card/06331,/bundles/cards/06331.png,,,,,,,weakness,Weakness,,2.0,,,,,,,,,,,,,,,,Nightmare Bauble,3.0,,,,,,,,,,,
woc,Weaver of the Cosmos,asset,Asset,survivor,Survivor,332,False,False,06332,Scavenging,Scavenging,,"[reaction] After you successfully investigate by 2 or more, exhaust Scavenging: Choose an [[Item]] card in your discard pile and either add it to your hand or play it <i>(paying its cost)</i>.","[reaction] After you successfully investigate by 2 or more, exhaust Scavenging: Choose an [[Item]] card in your discard pile and either add it to your hand or play it <i>(paying its cost)</i>.",2,,2.0,,,,False,,2.0,,Talent.,Talent.,,,,Derk Venneman,False,False,False,,,5b7fed63-ca88-4da4-a4c1-349bb1484ebf,https://arkhamdb.com/card/06332,/bundles/cards/06332.png,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wgd,Where the Gods Dwell,asset,Asset,guardian,Guardian,276,False,False,06276,Empty Vessel,Empty Vessel,Abandoned by the Gods,"Limit 1 per deck. Uses (0 charges).
[reaction] After you defeat an enemy: Place 1 charge on Empty Vessel.
[fast] If there are at least 3 charges on Empty Vessel: Search your bonded cards for Wish Eater and swap it with Empty Vessel, moving all charges from Empty Vessel to Wish Eater.","Limit 1 per deck. Uses (0 charges).
[reaction] After you defeat an enemy: Place 1 charge on Empty Vessel.
[fast] If there are at least 3 charges on Empty Vessel: Search your bonded cards for Wish Eater and swap it with Empty Vessel, moving all charges from Empty Vessel to Wish Eater.",1,1.0,,,,,False,,1.0,Accessory,Item. Relic. Blessed.,Item. Relic. Blessed.,,,,Robert Laskey,True,False,False,,,5c7acc5c-7b6f-4019-a835-d45b12a044ca,https://arkhamdb.com/card/06276,/bundles/cards/06276.png,,,,1.0,4.0,Accessory,,,,1.0,,,,,,,,,,,,,,,"[{'count': 1, 'code': '06277'}]",,,,,,,,,,,,,
wgd,Where the Gods Dwell,asset,Asset,guardian,Guardian,277,False,False,06277,Wish Eater,Wish Eater,Jewel of the Gods,"Bonded (Empty Vessel).
[reaction] When you reveal a [skull], [cultist], [tablet], or [elder_thing] chaos token during a skill test, spend 1 charge: Cancel that token. Heal 1 damage and 1 horror.
<b>Forced</b> - If Wish Eater has no charges: Search your bonded cards for Empty Vessel and swap it with Wish Eater.","Bonded (Empty Vessel).
[reaction] When you reveal a [skull], [cultist], [tablet], or [elder_thing] chaos token during a skill test, spend 1 charge: Cancel that token. Heal 1 damage and 1 horror.
<b>Forced</b> - If Wish Eater has no charges: Search your bonded cards for Empty Vessel and swap it with Wish Eater.",1,,,,,,False,,0.0,Accessory,Item. Relic. Blessed.,Item. Relic. Blessed.,,,,Robert Laskey,True,False,False,,,cc7a738c-f3dd-4871-a929-6fedf37cb854,https://arkhamdb.com/card/06277,/bundles/cards/06277.png,,,,,,Accessory,,,,,,hd.hh.,,,,,,,,,,,,,,Empty Vessel,1.0,,,,,,,,,,,
wgd,Where the Gods Dwell,skill,Skill,seeker,Seeker,278,False,True,06278,Surprising Find,Surprising Find,,"Myriad.
[reaction] When you search your deck and Surprising Find is among the searched cards: Put it into play in your play area. You must commit it to the next eligible skill test you perform. If that test is successful, draw 1 card. (Max one [[Research]] ability per search.)","Myriad.
[reaction] When you search your deck and Surprising Find is among the searched cards: Put it into play in your play area. You must commit it to the next eligible skill test you perform. If that test is successful, draw 1 card. (Max one [[Research]] ability per search.)",3,,,,,,False,,3.0,,Fortune. Research.,Fortune. Research.,,,,Jessie Calderon,False,False,False,,,4b003c2f-ec72-434b-bf2d-354226be4566,https://arkhamdb.com/card/06278,/bundles/cards/06278.png,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
